gender,churn,monthly_bill_capped,internet_usage_gb_capped,call_minutes_capped,support_tickets_capped,tenure_months,financial_risk,education_level_encoded,contract_type_encoded,emp_Employed,emp_Retired,emp_Self-Employed,emp_Student,emp_Unemployed,feedback_category,count_billing,count_support,count_helpful,count_poor,count_expensive,count_unreliable,count_happy,count_satisfied,count_drops,count_slow,monthly_income_scaled,age_scaled,anomaly_pay_not_use,anomaly_happy_leaver,anomaly_genz_call_enthusiast,city_Faisalabad,city_Gujranwala,city_Hyderabad,city_Islamabad,city_Karachi,city_Lahore,city_Multan,city_Peshawar,city_Quetta,city_Rawalpindi,city_Sialkot
0,0,7508.0,8.4,185.0,0,90,0,2,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.23937894736842105,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,5058.0,19.7,39.0,2,90,0,1,2,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0.17185263157894737,0.1774193548387097,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,5873.0,16.9,106.0,0,90,0,0,1,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0.1299578947368421,0.0967741935483871,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1852.0,11.6,172.0,0,90,0,3,2,False,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0.205,0.3064516129032258,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4264.0,7.1,136.0,1,90,0,2,1,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.042305263157894735,0.7096774193548387,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,3117.0,20.8,39.0,0,90,0,1,0,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.2461263157894737,0.08064516129032258,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,5474.0,6.8,141.0,2,90,0,3,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.2776736842105263,0.3870967741935484,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,13776.125,17.8,149.0,1,90,0,4,2,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.4722421052631579,0.7741935483870968,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,4120.0,21.0,186.0,0,90,0,1,0,False,False,True,False,False,2,0,1,1,0,0,0,0,0,0,0,0.20211578947368422,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,5912.0,26.7,375.0,2,90,0,2,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.09136842105263158,0.5483870967741935,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,2788.0,3.8,137.0,0,90,0,3,2,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.39331578947368423,0.14516129032258066,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,7204.0,45.0,210.0,2,89,0,1,2,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.38506315789473683,0.22580645161290322,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,2725.0,33.3,135.0,3,89,0,1,1,False,False,False,True,False,1,0,0,0,0,0,0,0,0,0,1,0.3563368421052632,0.6129032258064516,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,4511.0,14.4,69.0,0,89,0,1,1,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.16565263157894736,0.06451612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,4865.0,18.3,196.0,0,89,0,2,2,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.5260421052631579,0.7419354838709677,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,4270.0,47.7,218.0,1,89,0,3,2,False,False,False,True,False,1,0,0,0,1,0,0,0,0,0,0,0.29702105263157896,0.14516129032258066,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,5740.0,37.3,88.0,1,89,0,4,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.4727789473684211,0.3709677419354839,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,6880.0,17.0,66.0,2,89,0,1,0,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.16746315789473684,0.5645161290322581,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,5164.0,12.7,51.0,0,89,0,3,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.5206842105263157,0.04838709677419355,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,5183.0,16.4,177.0,0,89,0,1,0,False,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0.032105263157894734,0.12903225806451613,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,5374.0,12.2,278.0,1,89,0,3,1,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.5789473684210527,0.3064516129032258,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,6495.0,9.2,230.0,0,89,0,3,2,False,False,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0.6546842105263158,0.7741935483870968,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,6235.0,24.0,256.0,1,89,0,0,1,False,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,0.4726947368421053,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,2564.0,6.4,243.0,1,89,0,1,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.20207368421052632,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,3947.0,20.4,125.0,0,89,0,1,0,False,False,False,True,False,2,0,1,1,0,0,0,0,0,0,0,0.12136842105263158,0.25806451612903225,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,4873.0,39.4,165.0,3,89,0,3,0,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.2451157894736842,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2500.0,23.5,130.0,0,89,0,1,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.37386315789473684,0.46774193548387094,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,9145.0,18.3,76.0,1,89,0,2,2,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0.4520526315789474,0.7096774193548387,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,2961.0,2.1,333.0,1,89,0,2,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.4639684210526316,0.45161290322580644,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,4053.0,12.7,428.5,3,89,0,4,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.7160328947368421,0.11290322580645161,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,9227.0,18.7,325.0,1,89,0,1,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.2582736842105263,0.3709677419354839,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2230.0,16.2,22.0,3,89,0,1,0,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.20057894736842105,0.16129032258064516,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2309.0,50.099999999999994,80.0,2,89,0,2,2,False,False,False,False,True,1,0,0,0,0,0,0,0,0,0,1,0.1597684210526316,0.6612903225806451,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,4209.0,50.099999999999994,184.0,0,89,0,3,2,False,False,True,False,False,2,0,1,1,0,0,0,0,0,0,0,0.11031578947368421,0.5645161290322581,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3547.0,28.6,199.0,0,89,0,4,0,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.40281052631578945,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,1800.0,14.2,93.0,1,89,0,1,1,False,False,False,True,False,2,0,1,1,0,0,0,0,0,0,0,0.2934842105263158,0.11290322580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,13776.125,2.6,428.5,1,89,1,2,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.14842105263157895,0.3709677419354839,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3324.0,15.7,196.0,2,89,0,2,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.020010526315789475,0.45161290322580644,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2705.0,5.9,167.0,1,89,0,1,1,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0.15363157894736842,0.5161290322580645,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,4378.0,31.8,54.0,0,89,0,1,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.310021052631579,0.3387096774193548,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1718.0,8.8,75.0,3,89,0,1,2,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.3033578947368421,0.5806451612903226,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4198.0,2.9,102.0,1,88,0,3,2,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0.36953684210526316,0.5645161290322581,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,5901.0,6.5,309.0,1,88,0,0,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.7160328947368421,0.532258064516129,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,7572.0,25.6,169.0,0,88,0,4,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.19524210526315788,0.04838709677419355,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,13776.125,31.7,141.0,0,88,0,2,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.3172421052631579,0.43548387096774194,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,7775.0,20.2,206.0,1,88,0,2,0,False,False,False,False,True,1,0,0,0,1,0,0,0,0,0,0,0.5731894736842105,0.532258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,5225.0,5.0,134.0,2,88,0,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.18718947368421052,0.3064516129032258,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3497.0,27.9,106.0,2,88,0,1,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.2793263157894737,0.43548387096774194,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,3132.0,45.7,195.0,2,88,0,1,0,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.1268,0.06451612903225806,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,9421.0,33.3,57.0,2,88,1,3,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.0042,0.3064516129032258,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,3221.0,11.8,183.0,3,88,0,3,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.7160328947368421,0.532258064516129,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,9128.0,50.099999999999994,199.0,0,88,0,0,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.3197684210526316,0.4838709677419355,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,7321.0,21.9,123.0,1,88,0,3,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.3812315789473684,0.5967741935483871,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,5488.0,4.4,142.0,3,88,0,0,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.1748,0.14516129032258066,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,5590.0,26.5,154.0,1,88,0,2,0,False,True,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.17825263157894736,0.46774193548387094,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,7792.0,22.1,98.0,1,88,0,1,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.05506315789473684,0.27419354838709675,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,4258.0,27.2,75.0,1,88,0,0,1,False,True,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.3618421052631579,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,5425.0,50.099999999999994,45.0,1,88,0,2,0,False,True,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.16622105263157894,0.03225806451612903,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2313.0,26.2,71.0,3,88,0,2,1,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.48130526315789474,0.3064516129032258,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,3473.0,12.9,222.0,4,88,0,2,0,False,False,True,False,False,2,0,1,1,0,0,0,0,0,0,0,0.12950526315789473,0.8064516129032258,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,5438.0,14.0,47.0,1,88,0,2,1,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.14406315789473684,0.2903225806451613,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2798.0,14.8,154.0,1,88,0,4,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.5719263157894737,0.3387096774193548,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4965.0,50.099999999999994,237.0,1,88,0,1,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.22226315789473683,0.04838709677419355,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,4555.0,29.9,62.0,2,88,0,2,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.7160328947368421,0.1774193548387097,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2585.0,31.3,273.0,3,88,0,0,0,False,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0.21793684210526315,0.7580645161290323,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,7480.0,26.4,145.0,2,88,0,0,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.11994736842105264,0.25806451612903225,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,11526.0,13.1,428.5,1,88,0,4,0,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.2188736842105263,0.1935483870967742,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,12849.0,4.9,120.0,0,88,0,2,2,False,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,0.32494736842105265,0.46774193548387094,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,2453.0,13.8,170.0,1,88,0,1,0,False,False,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0.4226315789473684,0.6935483870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,6073.0,17.0,71.0,0,88,0,1,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.11182105263157895,0.6612903225806451,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,3410.0,15.8,428.5,3,88,0,3,2,False,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0.09227368421052631,0.14516129032258066,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,3774.0,5.1,206.0,0,87,0,1,2,False,False,True,False,False,0,0,0,0,0,1,0,0,0,0,0,0.20206315789473683,0.1935483870967742,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,2727.0,6.5,202.0,2,87,0,3,0,False,False,False,True,False,2,0,1,1,0,0,0,0,0,0,0,0.20861052631578947,0.04838709677419355,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,9464.0,9.0,268.0,0,87,0,2,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,1,0.4662,0.7419354838709677,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2112.0,10.3,186.0,1,87,0,0,1,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.24822105263157895,0.22580645161290322,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,8955.0,17.3,171.0,0,87,0,0,2,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0.5361789473684211,0.3225806451612903,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,13495.0,19.1,150.0,0,87,0,4,2,False,False,False,True,False,1,0,0,0,0,0,0,0,0,1,0,0.30570526315789476,0.24193548387096775,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,4193.0,50.099999999999994,73.0,2,87,0,2,1,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.5730105263157895,0.5645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,2275.0,20.0,263.0,2,87,0,2,0,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.7160328947368421,0.7741935483870968,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,13330.0,8.6,129.0,2,87,0,0,1,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.08818947368421053,0.06451612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,5727.0,8.8,95.0,1,87,0,3,0,False,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,0.1716736842105263,0.6935483870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1990.0,21.4,73.0,1,87,0,0,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,1,0,0.32942105263157895,0.12903225806451613,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,3029.0,14.6,240.0,1,87,0,1,0,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.46823157894736844,0.41935483870967744,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,8581.0,37.0,91.0,0,87,0,1,1,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.11212631578947369,0.6935483870967742,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,2951.0,13.9,263.0,2,87,0,3,0,True,False,False,False,False,1,0,0,0,0,0,0,0,0,0,1,0.23896842105263158,0.7580645161290323,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,7622.0,16.3,155.0,0,87,0,3,2,True,False,False,False,False,2,0,1,1,0,0,0,0,0,0,0,0.10535789473684211,0.3709677419354839,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3231.0,50.099999999999994,104.0,1,87,0,4,1,False,False,True,False,False,1,0,0,0,0,0,0,0,0,1,0,0.1364,0.20967741935483872,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,4740.0,13.3,120.0,0,87,0,1,0,False,False,False,True,False,2,0,1,1,0,0,0,0,0,0,0,0.05691578947368421,0.8064516129032258,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,4110.0,32.1,140.0,0,87,0,0,0,True,False,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0.07566315789473685,0.6290322580645161,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,9000.0,28.6,297.0,1,87,0,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.24187368421052632,0.04838709677419355,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,3363.0,15.7,123.0,2,87,0,1,2,False,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0.579421052631579,0.46774193548387094,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1692.0,11.0,88.0,1,87,0,3,1,False,False,True,False,False,1,0,0,0,1,0,0,0,0,0,0,0.05604210526315789,0.1935483870967742,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,12560.0,11.4,152.0,1,87,0,3,0,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0.15222105263157895,0.1935483870967742,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,8486.0,21.7,187.0,0,87,0,3,0,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.1441578947368421,0.24193548387096775,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,4803.0,25.4,116.0,1,87,0,2,2,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0.13197894736842106,0.46774193548387094,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1858.0,17.6,167.0,0,87,0,1,2,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.7160328947368421,0.12903225806451613,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,13776.125,13.1,165.0,0,87,0,2,0,True,False,False,False,False,3,0,0,0,0,0,0,0,0,0,0,0.37309473684210526,0.6129032258064516,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,6916.0,14.9,76.0,5,87,0,0,1,False,False,False,True,False,1,0,0,0,0,0,0,0,0,1,0,0.11446315789473684,0.0967741935483871,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,5244.0,29.4,245.0,2,87,0,0,1,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.7160328947368421,0.3387096774193548,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1788.0,21.3,89.0,2,87,0,2,0,True,False,False,False,False,1,0,0,0,1,0,0,0,0,0,0,0.6468,0.7096774193548387,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,4549.0,21.2,173.0,1,87,0,1,1,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.1639578947368421,0.43548387096774194,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,4617.0,18.3,212.0,0,86,0,0,1,True,False,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0.16350526315789474,0.11290322580645161,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,5626.0,26.4,259.0,2,86,0,1,1,False,False,True,False,False,2,0,1,1,0,0,0,0,0,0,0,0.29576842105263157,0.27419354838709675,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,8305.0,25.2,201.0,3,86,0,1,2,False,False,True,False,False,3,0,0,0,0,0,0,0,0,0,0,0.49822105263157895,0.6774193548387096,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2305.0,16.8,134.0,0,86,0,0,0,False,False,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0.2806315789473684,0.7580645161290323,0,0,0,0,0,0,0,0,1,0,0,0,0,0
